character,unicode,unicode_hex,edb_presence,edb_version,edb_grade_level,moe_frequency_rank,moe_frequency_score,moe_frequency_band,hk_frequency_rank,foxchild_selection_rank,foxchild_selection_score,foxchild_selection_method,frequency_bucket,foxchild_frequency_tier,foxchild_frequency_tier_method,usage_level,literacy_level,curriculum_stage,curriculum_priority,cangjie,quick,root_count,code_length,first_root,last_root,cangjie_difficulty,cangjie_difficulty_method,simple_code_candidate,simple_code_candidate_method,radical,total_strokes,structure,left_right,top_bottom,surround,single,visual_complexity,visual_complexity_method,visual_complexity_confidence,unihan_definition,learner_definition_en,learner_definition_status,suggested_category,category_method,category_confidence,category_review_status,example_word,example_phrase,example_sentence,code_uniqueness,code_uniqueness_method,cangjie_first_root_group,source_frequency,source_cangjie,source_unihan,source_edb,source_opencc,last_verified,dataset_version
川,U+5DDD,5DDD,true,2007 (online edition accessed 2026-07-28),,1566,0.000056249,top-2500,,1541,0.6788321168,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LLL,LL,3,3,L,L,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,47,3,unknown,,,,,1,total-stroke-count-proxy-v1,low,"stream, river; flow; boil",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
狂,U+72C2,72C2,true,2007 (online edition accessed 2026-07-28),,1567,0.000056249,top-2500,,1542,0.6786235662,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,KHMG,KG,4,4,K,G,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,94,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"insane, mad; violent; wild",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-K,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
肚,U+809A,809A,true,2007 (online edition accessed 2026-07-28),,1568,0.000056249,top-2500,,1543,0.6784150156,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,BG,BG,2,2,B,G,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,130,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,belly; abdomen; bowels,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
捲,U+6372,6372,true,2007 (online edition accessed 2026-07-28),,1569,0.000056249,top-2500,,1544,0.6782064651,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QFQU,QU,4,4,Q,U,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"curl, roll up; curly, rolled up",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
勃,U+52C3,52C3,true,2007 (online edition accessed 2026-07-28),,1570,0.000056249,top-2500,,1545,0.6779979145,edb-eligible-then-moe-corpus-order-v1,moe-character-01561-01570,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,JDKS,JS,4,4,J,S,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,19,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"suddenly, sudden, quick",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-J,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
屏,U+5C4F,5C4F,true,2007 (online edition accessed 2026-07-28),,1571,0.000056249,top-2500,,1546,0.6777893639,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,STT,ST,3,3,S,T,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,44,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"folding screen, shield",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
皇,U+7687,7687,true,2007 (online edition accessed 2026-07-28),,1572,0.000056249,top-2500,,1547,0.6775808133,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,HAMG,HG,4,4,H,G,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,106,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"royal, imperial; ruler, superior",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
庭,U+5EAD,5EAD,true,2007 (online edition accessed 2026-07-28),,1573,0.000056249,top-2500,,1548,0.6773722628,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,INKG,IG,4,4,I,G,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,53,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,courtyard; spacious hall or yard,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
晏,U+664F,664F,true,2007 (online edition accessed 2026-07-28),,1574,0.000056249,top-2500,,1549,0.6771637122,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,AJV,AV,3,3,A,V,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,72,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"peaceful, quiet; clear; late in the day",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-A,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
悲,U+60B2,60B2,true,2007 (online edition accessed 2026-07-28),,1575,0.000056249,top-2500,,1550,0.6769551616,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,LYP,LP,3,3,L,P,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,61,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"sorrow, grief; sorry, sad",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-L,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
滋,U+6ECB,6ECB,true,2007 (online edition accessed 2026-07-28),,1576,0.000056249,top-2500,,1551,0.6767466111,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,ETVI,EI,4,4,E,I,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"grow, multiply, increase; thrive",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
漂,U+6F02,6F02,true,2007 (online edition accessed 2026-07-28),,1577,0.000056249,top-2500,,1552,0.6765380605,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EMWF,EF,4,4,E,F,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"float, drift; tossed about",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
薄,U+8584,8584,true,2007 (online edition accessed 2026-07-28),,1578,0.000056249,top-2500,,1553,0.6763295099,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TEII,TI,4,4,T,I,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,140,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,"thin, slight, weak; poor, stingy",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
瀝,U+701D,701D,true,2007 (online edition accessed 2026-07-28),,1579,0.000056249,top-2500,,1554,0.6761209593,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EMHM,EM,4,4,E,M,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,"trickle, drip; strain; dregs",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
灣,U+7063,7063,true,2007 (online edition accessed 2026-07-28),,1580,0.000056249,top-2500,,1555,0.6759124088,edb-eligible-then-moe-corpus-order-v1,moe-character-01571-01580,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EVFN,EN,4,4,E,N,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,25,unknown,,,,,5,total-stroke-count-proxy-v1,low,"a bay, cove, inlet, bend of stream",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
仰,U+4EF0,4EF0,true,2007 (online edition accessed 2026-07-28),,1581,0.0000548771,top-2500,,1556,0.6757038582,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,OHVL,OL,4,4,O,L,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,9,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,"raise the head to look; look up to, rely on, admire",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
吐,U+5410,5410,true,2007 (online edition accessed 2026-07-28),,1582,0.0000548771,top-2500,,1557,0.6754953076,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,RG,RG,2,2,R,G,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,30,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,"vomit, spew out, cough up",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-R,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
披,U+62AB,62AB,true,2007 (online edition accessed 2026-07-28),,1583,0.0000548771,top-2500,,1558,0.675286757,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,QDHE,QE,4,4,Q,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,64,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,wear; split; crack,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
狠,U+72E0,72E0,true,2007 (online edition accessed 2026-07-28),,1584,0.0000548771,top-2500,,1559,0.6750782065,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,KHAV,KV,4,4,K,V,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,94,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"vicious, cruel; severely, extreme",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-K,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
鬍,U+9B0D,9B0D,true,2007 (online edition accessed 2026-07-28),,1585,0.0000548771,top-2500,,1560,0.6748696559,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,SHJRB,SB,5,5,S,B,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,190,19,unknown,,,,,4,total-stroke-count-proxy-v1,low,beard; mustache; whiskers,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
浩,U+6D69,6D69,true,2007 (online edition accessed 2026-07-28),,1586,0.0000548771,top-2500,,1561,0.6746611053,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EHGR,ER,4,4,E,R,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"great, numerous, vast, abundant",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
疼,U+75BC,75BC,true,2007 (online edition accessed 2026-07-28),,1587,0.0000548771,top-2500,,1562,0.6744525547,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,KHEY,KY,4,4,K,Y,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,104,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"aches, pains; be fond of; love",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-K,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
絃,U+7D43,7D43,true,2007 (online edition accessed 2026-07-28),,1588,0.0000548771,top-2500,,1563,0.6742440042,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,VFYVI,VI,5,5,V,I,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,120,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,string on musical instrument,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-V,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
閉,U+9589,9589,true,2007 (online edition accessed 2026-07-28),,1589,0.0000548771,top-2500,,1564,0.6740354536,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,ANDH,AH,4,4,A,H,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,169,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"shut, close; obstruct, block up",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-A,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
渾,U+6E3E,6E3E,true,2007 (online edition accessed 2026-07-28),,1590,0.0000548771,top-2500,,1565,0.673826903,edb-eligible-then-moe-corpus-order-v1,moe-character-01581-01590,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,EBJJ,EJ,4,4,E,J,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,85,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"muddy, turbid; blend, merge, mix",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-E,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
筍,U+7B4D,7B4D,true,2007 (online edition accessed 2026-07-28),,1591,0.0000548771,top-2500,,1566,0.6736183525,edb-eligible-then-moe-corpus-order-v1,moe-character-01591-01600,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,HPA,HA,3,3,H,A,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,118,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,bamboo shoot; joint; tendon,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,0.5,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
善,U+5584,5584,true,2007 (online edition accessed 2026-07-28),,1592,0.0000548771,top-2500,,1567,0.6734098019,edb-eligible-then-moe-corpus-order-v1,moe-character-01591-01600,tier-3-moe-1501-2500,moe-rank-bands-v1,,,,,TTR,TR,3,3,T,R,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,30,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"good, virtuous, charitable, kind",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
