character,foxchild_selection_rank,moe_frequency_rank,hk_frequency_rank,edb_presence,edb_source_glyph,unihan_definition,suggested_category,cangjie,quick,reading_count,decomposition_status,top_level_operator,register_review_status,review_tasks,review_priority_band
這,17,17,,true,這,"this, the, here",general,YYMR,YR,5,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
下,18,18,,true,下,"under, underneath, below; down; inferior; bring down",general,MY,MY,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
米,19,19,,true,米,hulled or husked uncooked rice,food,FD,FD,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
地,20,20,,true,地,"earth; soil, ground; region",nature,GPD,GD,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
面,21,21,,true,面,"face; surface; plane; side, dimension; Kangxi radical 176",general,MWSL,ML,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
大,22,22,,true,大,"big, great, vast, large, high",general,K,K,5,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
分,23,23,,true,分,divide; small unit of time etc.,general,CSH,CH,7,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
們,24,24,,true,們,adjunct pronoun indicate plural,general,OAN,ON,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
用,25,25,,true,用,"use, employ, apply, operate; use",general,BQ,BQ,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
中,26,26,,true,中,"central; center, middle; in the midst of; hit (target); attain",general,L,L,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
出,27,27,,true,出,"go out, send out; stand; produce",actions,UU,UU,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
和,28,28,,true,和,"harmony, peace; peaceful, calm",general,HDR,HR,10,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
說,29,29,,true,説,"speak, say, talk; scold, upbraid",actions,YRCRU,YU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
麼,30,30,,true,麼,"interrogative final particle; insignificant, small, tiny",general,ICVI,II,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
子,31,31,,true,子,"offspring, child; fruit, seed of; first earthly branch",people,ND,ND,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
到,32,32,,true,到,"go to, arrive, been to",actions,MGLN,MN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
時,33,33,,true,時,"time, season; era, age, period",general,AGDI,AI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
著,34,34,,true,著,manifest; (Cant.) to wear,general,TJKA,TA,9,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
天,35,35,,true,天,"sky, heaven; god, celestial",general,MK,MK,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
要,36,36,,true,要,"necessary, essential; necessity",general,MWV,MV,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
他,37,37,,true,他,"other, another; he, she, it",general,OPD,OD,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
學,38,38,,true,學,"learning, knowledge; school",education,HBND,HD,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
把,39,39,,true,把,"hold, take; guard; regard as",actions,QAU,QU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
方,40,41,,true,方,"a square, rectangle; a region; local",general,YHS,YS,8,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
想,41,42,,true,想,"think, speculate, plan, consider",general,DUP,DP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
你,42,43,,true,你,"you, second person pronoun",people,ONF,OF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
每,43,44,,true,每,"every, each",general,OWYI,OI,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
看,44,45,,true,看,"look, see; examine, scrutinize",actions,HQBU,HU,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
長,45,46,,true,長,long; length; excel in; leader; Kangxi radical 168,general,SMV,SV,5,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
國,46,47,,true,國,"nation, country, nation-state",general,WIRM,WM,2,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
以,47,48,,true,以,"by means of; thereby, therefore; consider as; in order to",general,VIO,VO,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
算,48,49,,true,算,"count, calculate, figure; plan",general,HBUT,HT,3,source-attested-unreviewed,⿳,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
什,49,50,,true,什,"file of ten soldiers; mixed, miscellaneous",numbers,OJ,OJ,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
成,50,51,,true,成,"completed, finished, fixed",general,IHS,IS,3,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
年,51,52,,true,年,year; new-years; person's age,people,OQ,OQ,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
千,52,53,,true,千,"thousand; many, numerous; very; (Cant.) a cheater, swindler",general,HJ,HJ,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
生,53,54,,true,生,"life, living, lifetime; birth",general,HQM,HM,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
就,54,55,,true,就,"just, simply; to come, go to; to approach, near",actions,YFIKU,YU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
樣,55,56,,true,樣,"shape, form, pattern, style",general,DTGE,DE,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
同,56,57,,true,同,"same, similar; together with",general,BMR,BR,4,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
兩,57,58,,true,兩,"two, both, pair, couple; ounce",numbers,MLBO,MO,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
得,58,59,,true,得,"obtain, get, gain, acquire",general,HOAMI,HI,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
去,59,60,,true,去,"go away, leave, depart",actions,GI,GI,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
三,60,61,,true,三,three,numbers,MMM,MM,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
二,61,62,,true,二,two; twice,numbers,MM,MM,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
為,62,63,,true,為,"do, handle, govern, act; be",actions,IKNF,IF,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
可,63,64,,true,可,"may, can, -able; possibly",general,MNR,MR,5,source-attested-unreviewed,⿹,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
讀,64,65,,true,讀,"read, study; pronounce",education,YRGWC,YC,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
起,65,66,,true,起,"rise, stand up; go up; begin",actions,GORU,GU,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
寫,66,67,,true,寫,"write; draw, sketch; compose",education,JHXF,JF,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
幾,67,68,,true,幾,"how many? how much?; a few, some",general,VIHI,VI,6,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
做,68,69,,true,做,"work, make; act",actions,OJRK,OK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
十,69,70,,true,十,"ten, tenth; complete; perfect",numbers,J,J,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
第,70,71,,true,第,"sequence, number; grade, degree",numbers,HNLH,HH,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
好,71,72,,true,好,"good, excellent, fine; well",general,VND,VD,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
動,72,73,,true,動,"move, happen; movement, action",general,HGKS,HS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
作,73,74,,true,作,"make; work; compose, write; act, perform",education,OOS,OS,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
家,74,75,,true,家,"house, home, residence; family",general,JMSO,JO,8,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
比,75,76,,true,比,"to compare, liken; comparison; than; hexagram ䷇",general,PP,PP,6,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
後,76,77,,true,後,"behind, rear, after; descendents",general,HOVIE,HE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
還,77,78,,true,還,"still, yet, also, besides",general,YWLV,YV,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
過,78,79,,true,過,"pass, pass through, go across",actions,YBBR,YR,6,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
位,79,80,,true,位,"throne; position, post; rank, status; seat",general,OYT,OT,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
水,80,81,,true,水,"water, liquid, lotion, juice",nature,E,E,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
行,81,82,,true,行,"go; walk; move, travel; circulate; Kangxi radical 144",actions,HOMMN,HN,8,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
能,82,83,,true,能,"to be able; can, permitted to; ability",general,IBPP,IP,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
它,83,84,,true,它,it; other,general,JP,JP,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
題,84,85,,true,題,"forehead; title, headline; theme",general,AOMBC,AC,3,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
平,85,86,,true,平,"flat, level, even; peaceful",general,MFJ,MJ,5,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
計,86,87,,true,計,"plan, plot; stratagem; scheme",general,YRJ,YJ,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
各,87,88,,true,各,"each, individually, every, all",general,HER,HR,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
練,88,89,,true,練,"practice, drill, exercise, train",general,VFDWF,VF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
那,89,90,,true,那,"that, that one, those",numbers,SQNL,SL,10,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
體,90,91,,true,體,"body; group, class, body, unit",general,BBTWT,BT,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
文,91,92,,true,文,"literature, culture, writing",general,YK,YK,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
自,92,93,,true,自,"self, private, personal; from; Kangxi radical 132",general,HBU,HU,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
曲,93,94,,true,曲,"crooked, bent; wrong, false",general,TW,TW,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
法,94,95,,true,法,"law, rule, regulation, statute; France, French",general,EGI,EI,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
也,95,96,,true,也,also; classical final particle of strong affirmation or identity,general,PD,PD,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
形,96,97,,true,形,"form, shape, appearance",general,MTHHH,MH,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
會,97,98,,true,會,"to assemble, meet together; a meeting; an organization",general,OMWA,OA,7,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
種,98,99,,true,種,seed; race; offspring; to plant,general,HDHJG,HG,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
課,99,100,,true,課,lesson; course; classwork,general,YRWD,YD,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
聽,100,101,,true,聽,"hear, listen; understand; obey",actions,SGJWP,SP,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-100
從,101,102,,true,從,"from, by, since, whence, through",general,HOOOO,HO,8,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
高,102,103,,true,高,"high, tall; lofty, elevated; Kangxi radical 189",general,YRBR,YR,3,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
歌,103,104,,true,歌,"song, lyrics; sing, chant; praise",general,MRNO,MO,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
表,104,105,,true,表,"show, express, manifest, display",general,QMV,QV,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
邊,105,106,,true,邊,"edge, margin, side, border",general,YHUS,YS,3,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
克,106,107,,true,克,gram; overcome; transliteration,general,JRHU,JU,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
都,107,108,,true,都,"metropolis, capital; all, the whole; elegant, refined",general,JANL,JL,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
對,108,109,,true,對,"correct, right; facing, opposed",general,TGDI,TI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
習,109,110,,true,習,practice; flapping wings,general,SMHA,SA,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
怎,110,111,,true,怎,what? why? how?,general,OSP,OP,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
兒,111,112,,true,兒,"son, child, oneself; final part",people,HXHU,HU,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
又,112,113,,true,又,"and, also, again, in addition",general,NK,NK,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
花,113,114,,true,花,flower; blossoms,general,TOP,TP,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
四,114,115,,true,四,four,numbers,WC,WC,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
心,115,116,,true,心,"heart; mind, intelligence; soul; 5th lunar mansion, determinative star α Scorpii (Antares)",general,P,P,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
工,116,117,,true,工,"labor, work; worker, laborer",general,MLM,MM,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
加,117,118,,true,加,"add to, increase, augment",general,KSR,KR,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
些,118,119,,true,些,"little, few; rather, somewhat",general,YPMM,YM,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
老,119,120,,true,老,"old, aged; experienced; Kangxi radical 125",general,JKP,JP,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
再,120,121,,true,再,"again, twice, re-",general,MGB,MB,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
音,121,122,,true,音,"sound, tone, pitch, pronunciation; Kangxi radical 180",general,YTA,YA,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
發,122,123,,true,發,"issue, dispatch, send out, emit",general,NONHE,NE,5,source-attested-unreviewed,⿹,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
車,123,124,,true,車,"cart, vehicle; carry in a cart; Kangxi radical 159",general,JWJ,JJ,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
共,124,125,,true,共,"together with, all, total; to share",general,TC,TC,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
意,125,126,,true,意,"thought, idea, opinion; think",general,YTAP,YP,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
月,126,127,,true,月,moon; month; Kangxi radical 74,nature,B,B,5,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
圖,127,128,,true,圖,"diagram; chart, map, picture",general,WRJW,WW,2,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
相,128,129,,true,相,"mutual, reciprocal, each other",general,DBU,DU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
哪,129,130,,true,哪,which? where? how?,general,RSQL,RL,10,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
唱,130,131,,true,唱,"sing, chant, call; ditty, song",general,RAA,RA,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
物,131,132,,true,物,"thing, substance, creature",general,HQPHH,HH,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
聲,132,133,,true,聲,"sound, voice, noise; tone; music",general,GESJ,GJ,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
開,133,134,,true,開,"open; initiate, begin, start",general,ANMT,AT,3,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
事,134,135,,true,事,"affair, matter, business; to serve; accident, incident",general,JLLN,JN,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
本,135,136,,true,本,"root, origin, source; basis",general,DM,DM,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
果,136,137,,true,果,fruit; result,food,WD,WD,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
進,137,138,,true,進,"advance, make progress, enter",actions,YOG,YG,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
點,138,139,,true,點,"dot, speck, spot; point, degree",general,WFYR,WR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
樹,139,140,,true,樹,"tree; plant; set up, establish",general,DGTI,DI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
現,140,141,,true,現,"appear, manifest, become visible",general,MGBUU,MU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
然,141,142,,true,然,"yes, certainly; pledge, promise",general,BKF,BF,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
合,142,143,,true,合,"combine, unite, join; gather",general,OMR,OR,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
積,143,144,,true,積,"accumulate, store up, amass",general,HDQMC,HC,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
產,144,145,,true,產,"give birth, bring forth, produce",actions,YKMHM,YM,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
前,145,146,,true,前,"in front, forward; preceding",general,TBLN,TN,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
沒,146,147,,true,沒,"not, have not, none; to drown, sink",general,ENE,EE,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
山,147,148,,true,山,"mountain, hill, peak",nature,U,U,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
條,148,149,,true,條,"clause, condition; string, stripe",general,OLHD,OD,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
頭,149,150,,true,頭,"head; top; chief, first; boss",general,MTMBC,MC,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
走,150,151,,true,走,"walk, go on foot; run; leave; Kangxi radical 156",actions,GYO,GO,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
民,151,152,,true,民,"people, subjects, citizens",general,RVP,RP,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
求,152,153,,true,求,"seek; demand, request; beseech",general,IJE,IE,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
道,153,154,,true,道,"path, road, street; method, way",general,YTHU,YU,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
組,154,155,,true,組,"class; section, department",general,VFBM,VM,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
給,155,156,,true,給,"give; by, for",actions,VFOMR,VR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
正,156,157,,true,正,"right, proper, correct",general,MYLM,MM,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
快,157,158,,true,快,"rapid, quick, speedy, fast; soon",general,PDK,PK,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
媽,158,159,,true,媽,"mother, mama",people,VSQF,VF,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
書,159,160,,true,書,"book, letter, document; writings",education,LGA,LA,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
口,160,161,,true,口,"mouth; open end; entrance, gate",general,R,R,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
段,161,162,,true,段,"section, piece, division",general,HJHNE,HE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
重,162,163,,true,重,"heavy, weighty; double",general,HJWG,HG,6,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
明,163,164,,true,明,"bright, light, brilliant; clear",general,AB,AB,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
公,164,165,,true,公,"fair, equitable; public; duke",general,CI,CI,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
向,165,166,,true,向,"toward, direction, trend",general,HBR,HR,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
路,166,167,,true,路,"road, path, street; journey",general,RMHER,RR,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
紅,167,168,,true,紅,"red, vermillion; blush, flush",general,VFM,VM,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
樂,168,169,,true,樂,"happy, glad; enjoyable; music",general,VID,VD,9,source-attested-unreviewed,⿶,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
手,169,170,,true,手,hand,general,Q,Q,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
先,170,171,,true,先,"first, former, previous",general,HGHU,HU,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
字,171,172,,true,字,"letter, character, word",general,JND,JD,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,top-500
